fecha_documento,monto,moneda,glosa,centro_costo,referencia,cuenta_contable
2026-05-01,2266590.0,CLP,Regularizacion - Caja,CC-007,DOC-001697,1101
2026-06-09,304670.0,CLP,Pago de servicios - Costo de Ventas,CC-008,DOC-001010,5101
2026-06-16,292647.0,CLP,Regularizacion - Ventas,CC-006,DOC-001572,4101
2026-06-26,243029.0,CLP,Ajuste contable - Inventario,CC-008,DOC-000776,1301
,2836742.0,CLP,Nota de credito - Costo de Ventas,CC-003,DOC-001730,5101
2026-06-26,1218057.0,CLP,Anticipo - Clientes,CC-006,DOC-002826,1201
2026-07-09,323958.0,CLP,Provision mensual - Costo de Ventas,CC-004,DOC-002228,5101
2026-07-06,-414443.0,CLP,Nota de credito - Capital,CC-002,DOC-002794,3101
2026-06-22,416022.0,CLP,Nota de debito - Caja,CC-004,DOC-000464,1101
2026-05-17,964893.0,CLP,Cobro cliente - Gastos Administrativos,CC-003,DOC-002651,5102
2026-05-28,-1789539.0,CLP,Compra de mercaderia - Prestamos Bancarios,CC-001,DOC-001093,2201
2026-06-16,-2282172.0,CLP,Pago a proveedor - Ventas,CC-007,DOC-001271,4101
2026-07-13,2114596.0,CLP,Cobro cliente - Proveedores,CC-003,DOC-002923,2101
2026-08-10,2417822.0,CLP,Cobro cliente - Proveedores,CC-001,DOC-001580,2101
2026-06-08,1423906.0,CLP,Nota de debito - Ventas,CC-001,DOC-001207,4101
2026-07-29,1525531.0,CLP,Regularizacion - Proveedores,CC-001,DOC-000212,2101
2026-06-21,2654626.0,CLP,Ajuste contable - Inventario,CC-005,DOC-000012,1301
2026-06-25,1860042.0,CLP,Nomina - Inventario,CC-008,DOC-002478,1301
2026-07-15,1555659.0,CLP,Nota de credito - Gastos Administrativos,CC-007,DOC-000422,5102
2026-07-01,1983536.0,CLP,Nomina - Bancos,CC-003,DOC-001688,1102
2026-05-25,2422340.0,CLP,Nota de debito - Gastos de Venta,CC-008,DOC-001779,5103
2026-07-16,-2537302.0,CLP,Provision mensual - Gastos de Venta,CC-003,DOC-002639,5103
2026-07-11,-1599796.0,CLP,Nomina - Impuestos por Pagar,CC-001,DOC-002319,2102
2026-08-05,2672939.0,CLP,Ajuste contable - Clientes,CC-005,DOC-000637,1201
2026-05-21,2067026.0,CLP,Nomina - Ventas,CC-004,DOC-001278,4101
2026-04-01,-832955.0,CLP,Pago de servicios - Prestamos Bancarios,CC-002,DOC-001640,2201
2026-06-09,2575413.0,USD,Provision mensual - Proveedores,CC-003,DOC-000509,2101
2026-06-02,1613423.0,CLP,Provision mensual - Ventas,CC-006,DOC-000597,4101
2026-02-07,2188914.0,CLP,Pago a proveedor - Clientes,CC-006,DOC-002712,1201
2026-07-12,2207570.0,CLP,Pago de servicios - Inventario,CC-004,DOC-002634,1301
2026-07-25,-1107928.0,CLP,Regularizacion - Prestamos Bancarios,CC-007,DOC-002364,2201
2026-06-26,2144079.0,CLP,Pago a proveedor - Bancos,CC-002,DOC-002643,1102
2026-05-19,1231474.0,CLP,Nota de debito - Gastos Administrativos,CC-001,DOC-000518,5102
2026-07-03,2533497.0,CLP,Provision mensual - Costo de Ventas,CC-001,DOC-002793,5101
2026-05-13,-323435.0,CLP,Nota de credito - Ventas,CC-007,DOC-000573,4101
2025-07-19,-359960.0,CLP,Pago a proveedor - Gastos de Venta,CC-004,DOC-002725,5103
2026-08-08,-488194.0,CLP,Transferencia interna - Capital,CC-006,DOC-001097,3101
2026-06-01,-2995126.0,CLP,Ajuste contable - Capital,CC-007,DOC-001947,3101
2026-06-21,-1503147.0,CLP,Nomina - Impuestos por Pagar,CC-006,DOC-001448,2102
2026-06-16,443008.0,CLP,Ajuste contable - Gastos Administrativos,CC-004,DOC-001584,5102
2026-06-02,1642402.0,CLP,Anticipo - Gastos Administrativos,CC-004,DOC-002596,5102
2026-06-25,1745292.0,CLP,Compra de mercaderia - Bancos,CC-008,DOC-000964,1102
2026-05-18,2886541.0,CLP,Transferencia interna - Costo de Ventas,CC-005,DOC-001018,5101
2026-06-30,2056872.0,CLP,Devolucion - Clientes,CC-007,DOC-002908,1201
2026-07-30,-20560.0,CLP,Pago de servicios - Impuestos por Pagar,CC-005,DOC-000358,2102
2026-06-01,1207664.0,CLP,Ajuste contable - Clientes,CC-008,DOC-000736,1201
2025-12-11,-2301667.0,CLP,Compra de mercaderia - Prestamos Bancarios,CC-003,DOC-001784,2201
2026-07-11,2560320.0,USD,Regularizacion - Bancos,CC-005,DOC-001608,1102
2026-06-10,,CLP,Nomina - Gastos Administrativos,CC-005,DOC-000259,5102
2026-06-02,2464428.0,CLP,Nomina - Caja,CC-007,DOC-002771,1101
2026-07-17,-2603491.0,CLP,Nomina - Capital,CC-003,DOC-002642,3101
2026-07-05,2689672.0,CLP,Transferencia interna - Costo de Ventas,CC-006,DOC-002742,5101
2026-06-27,,CLP,Compra de mercaderia - Prestamos Bancarios,CC-002,DOC-002383,2201
2026-07-11,-1801465.0,CLP,Pago de servicios - Capital,CC-006,DOC-001029,3101
2026-07-26,1374259.0,CLP,Pago a proveedor - Clientes,CC-008,DOC-002408,1201
2026-05-15,-2400632.0,CLP,Nota de credito - Impuestos por Pagar,CC-006,DOC-000969,2102
2026-07-22,1882783.0,CLP,Pago a proveedor - Costo de Ventas,CC-002,DOC-001326,5101
2026-06-10,2198661.0,CLP,Nota de debito - Inventario,CC-006,DOC-000819,1301
2026-05-15,2109578.0,CLP,Pago a proveedor - Gastos Administrativos,CC-007,DOC-002716,5102
2026-07-06,1625520.0,CLP,Nota de credito - Caja,CC-001,DOC-002325,1101
2026-05-31,-2245495.0,CLP,Transferencia interna - Prestamos Bancarios,CC-002,DOC-000456,2201
2026-07-18,-828570.0,CLP,Ajuste contable - Impuestos por Pagar,CC-001,DOC-000462,2102
2026-07-30,1556275.0,CLP,Cobro cliente - Inventario,CC-007,DOC-002344,1301
2026-06-25,1493350.0,CLP,Anticipo - Costo de Ventas,CC-001,DOC-002688,5101
2026-07-21,996314.0,CLP,Nota de debito - Ventas,CC-007,DOC-000381,4101
2026-06-29,90348.0,CLP,Nota de credito - Caja,CC-003,DOC-001891,1101
2026-07-26,1951740.0,CLP,Devolucion - Proveedores,CC-001,DOC-001832,2101
2026-06-04,-200559.0,CLP,Compra de mercaderia - Capital,CC-004,DOC-002308,3101
2026-07-27,2696224.0,CLP,Ajuste contable - Inventario,CC-004,DOC-001506,1301
2026-07-04,2937877.0,CLP,Pago a proveedor - Costo de Ventas,CC-008,DOC-000805,5101
2026-07-23,2715603.0,CLP,Regularizacion - Ventas,CC-003,DOC-002438,4101
2026-07-12,603057.0,CLP,Nota de debito - Caja,CC-002,DOC-000756,1101
2026-07-19,1323224.0,CLP,Pago de servicios - Caja,CC-004,DOC-002515,1101
2026-06-22,642240.0,CLP,Devolucion - Gastos Administrativos,CC-005,DOC-001253,5102
2026-06-16,1833404.0,CLP,Compra de mercaderia - Ventas,CC-005,DOC-000869,4101
2026-05-22,935283.0,CLP,Anticipo - Gastos Administrativos,CC-002,DOC-002064,5102
2026-06-17,739535.0,USD,Nomina - Bancos,CC-002,DOC-001410,1102
2026-06-11,1497849.0,USD,Regularizacion - Gastos Administrativos,CC-004,DOC-002360,5102
2026-07-14,1748773.0,CLP,Pago a proveedor - Bancos,CC-005,DOC-002287,1102
2026-07-04,2237260.0,CLP,Cobro cliente - Proveedores,CC-005,DOC-002858,2101
2026-06-19,-825737.0,CLP,Transferencia interna - Impuestos por Pagar,CC-008,DOC-001173,2102
2026-05-26,-1574732.0,CLP,Devolucion - Capital,CC-003,DOC-000542,3101
2026-07-03,429805.0,CLP,Nota de debito - Caja,CC-004,DOC-002104,1101
2026-05-30,518520.0,USD,Anticipo - Bancos,CC-006,DOC-001255,1102
2026-07-22,2055717.0,CLP,Pago de servicios - Bancos,CC-001,DOC-001766,1102
2026-07-03,926043.0,CLP,Provision mensual - Inventario,CC-007,DOC-001765,1301
2026-07-28,2605744.0,CLP,Compra de mercaderia - Gastos Administrativos,CC-002,DOC-001289,5102
2026-07-31,-2006604.0,CLP,Pago a proveedor - Ventas,CC-001,DOC-002421,4101
2026-06-08,283323.0,USD,Ajuste contable - Inventario,CC-007,DOC-002527,1301
2026-05-22,-2199361.0,CLP,Provision mensual - Ventas,CC-006,DOC-001343,4101
2025-09-21,-1482543.0,CLP,Cobro cliente - Prestamos Bancarios,CC-006,DOC-001525,2201
2026-06-12,2190294.0,USD,Transferencia interna - Gastos Administrativos,CC-008,DOC-002894,5102
2026-07-07,-2749162.0,CLP,Devolucion - Gastos de Venta,CC-005,DOC-002686,5103
2026-08-02,699288.0,CLP,Devolucion - Proveedores,CC-003,DOC-002194,2101
2026-06-22,192502.0,CLP,Nota de debito - Costo de Ventas,CC-007,DOC-002420,5101
2026-06-08,-792854.0,CLP,Compra de mercaderia - Capital,CC-002,DOC-001677,3101
2026-07-05,2200461.0,CLP,Nota de credito - Ventas,CC-003,DOC-001286,4101
2026-06-25,-171040.0,CLP,Ajuste contable - Capital,CC-006,DOC-000435,3101
2026-05-11,973397.0,CLP,Pago a proveedor - Clientes,CC-003,DOC-001727,1201
2026-07-04,922955.0,CLP,Nomina - Bancos,CC-003,DOC-000237,1102
2025-11-27,-498947.0,CLP,Cobro cliente - Gastos de Venta,CC-002,DOC-002347,5103
2026-07-08,1982982.0,CLP,Ajuste contable - Inventario,CC-002,DOC-000109,1301
2026-05-22,-1057391.0,CLP,Nomina - Capital,CC-007,DOC-002274,3101
2026-07-25,-2361999.0,CLP,Nota de debito - Impuestos por Pagar,CC-004,DOC-000163,2102
2026-07-11,731162.0,CLP,Regularizacion - Costo de Ventas,CC-004,DOC-000288,5101
2026-06-27,-389362.0,CLP,Regularizacion - Capital,CC-003,DOC-000252,3101
2026-07-08,1622584.0,CLP,Pago de servicios - Caja,CC-008,DOC-002583,1101
2026-07-18,785214.0,CLP,Devolucion - Proveedores,CC-002,DOC-001964,2101
2026-07-18,2428490.0,CLP,Nomina - Inventario,CC-008,DOC-001288,1301
2026-06-10,522843.0,CLP,Anticipo - Gastos de Venta,CC-002,DOC-000744,5103
2026-06-24,1498270.0,CLP,Pago de servicios - Gastos Administrativos,CC-006,DOC-001206,5102
2026-07-13,7930.0,CLP,Regularizacion - Clientes,CC-007,DOC-002419,1201
2026-07-29,229264.0,CLP,Pago de servicios - Inventario,CC-005,DOC-001391,1301
2026-08-06,1601424.0,CLP,Nomina - Caja,CC-002,DOC-002333,1101
2026-06-15,1570374.0,CLP,Cobro cliente - Gastos Administrativos,CC-003,DOC-000990,5102
2026-06-12,979507.0,CLP,Transferencia interna - Bancos,CC-003,DOC-000839,1102
2026-05-26,1760157.0,CLP,Nota de debito - Inventario,CC-007,DOC-001149,1301
2026-05-31,95162.0,CLP,Ajuste contable - Inventario,CC-005,DOC-001221,1301
2025-10-17,1252054.0,CLP,Provision mensual - Ventas,CC-003,DOC-001743,4101
2026-08-02,2410843.0,CLP,Ajuste contable - Costo de Ventas,CC-001,DOC-002400,5101
2026-06-21,1490899.0,CLP,Nomina - Costo de Ventas,CC-003,DOC-000461,5101
2026-07-04,267603.0,CLP,Nota de credito - Inventario,CC-004,DOC-001309,1301
2026-08-07,444926.0,CLP,Provision mensual - Costo de Ventas,CC-002,DOC-001435,5101
2026-06-08,352781.0,CLP,Regularizacion - Caja,CC-003,DOC-000157,1101
2026-06-04,-504427.0,CLP,Devolucion - Gastos de Venta,CC-004,DOC-001911,5103
2026-05-31,2746129.0,CLP,Nota de credito - Ventas,CC-005,DOC-002359,4101
2026-08-09,-2023939.0,CLP,Cobro cliente - Impuestos por Pagar,CC-006,DOC-000677,2102
2026-08-04,8566.0,CLP,Nomina - Proveedores,CC-005,DOC-002848,2101
2026-07-04,24030.0,CLP,Pago a proveedor - Caja,CC-001,DOC-001872,1101
2026-06-14,131854.0,CLP,Nomina - Gastos de Venta,CC-005,DOC-000238,5103
2026-05-29,2176758.0,CLP,Anticipo - Caja,CC-005,DOC-002917,1101
2026-06-15,2891781.0,CLP,Transferencia interna - Clientes,CC-004,DOC-001091,1201
2026-05-26,-1177861.0,CLP,Pago de servicios - Impuestos por Pagar,CC-008,DOC-002870,2102
2026-06-03,-2852878.0,CLP,Provision mensual - Impuestos por Pagar,CC-004,DOC-000100,2102
2026-06-12,2022132.0,CLP,Regularizacion - Caja,CC-007,DOC-000315,1101
2025-12-04,1395158.0,CLP,Nomina - Inventario,CC-007,DOC-001023,1301
2026-06-24,-1064401.0,CLP,Transferencia interna - Gastos de Venta,CC-001,DOC-002746,5103
2026-06-22,2671754.0,CLP,Pago a proveedor - Caja,CC-005,DOC-000767,1101
2026-06-06,1816809.0,CLP,Ajuste contable - Costo de Ventas,CC-006,DOC-001344,5101
2026-07-01,-2585148.0,CLP,Pago de servicios - Impuestos por Pagar,CC-007,DOC-000261,2102
2025-09-16,240865.0,CLP,Nota de credito - Clientes,CC-004,DOC-001451,1201
2026-07-07,-220703.0,CLP,Devolucion - Impuestos por Pagar,CC-006,DOC-002834,2102
2026-06-27,-1056544.0,CLP,Ajuste contable - Ventas,CC-004,DOC-000195,4101
2025-10-20,-2048608.0,CLP,Transferencia interna - Prestamos Bancarios,CC-002,DOC-001775,2201
2026-06-17,1474196.0,CLP,Cobro cliente - Inventario,CC-003,DOC-002841,1301
2026-07-29,2733567.0,USD,Regularizacion - Costo de Ventas,CC-001,DOC-001735,5101
2026-07-28,1053591.0,CLP,Cobro cliente - Gastos Administrativos,CC-005,DOC-000179,5102
2026-07-28,672991.0,CLP,Pago a proveedor - Bancos,CC-001,DOC-002922,1102
2026-05-12,457334.0,CLP,Transferencia interna - Gastos Administrativos,CC-006,DOC-000340,5102
2026-06-22,2879611.0,CLP,Devolucion - Clientes,CC-006,DOC-001099,1201
2026-07-19,1784177.0,CLP,Nomina - Proveedores,CC-002,DOC-001543,2101
2025-08-08,1696914.0,CLP,Ajuste contable - Ventas,CC-001,DOC-000748,4101
2026-06-06,2726302.0,CLP,Ajuste contable - Costo de Ventas,CC-005,DOC-002755,5101
2026-06-13,2789493.0,CLP,Compra de mercaderia - Costo de Ventas,CC-003,DOC-000662,5101
2026-05-13,2846351.0,CLP,Nota de debito - Clientes,CC-001,DOC-000480,1201
2026-06-17,333475.0,CLP,Provision mensual - Proveedores,CC-008,DOC-002138,2101
2026-07-17,-1562257.0,USD,Pago de servicios - Gastos de Venta,CC-001,DOC-000871,5103
2026-06-28,-876071.0,CLP,Nomina - Capital,CC-001,DOC-001453,3101
2026-06-26,243029.0,CLP,Ajuste contable - Inventario,CC-008,DOC-000776,1301
2026-07-28,-1537196.0,CLP,Compra de mercaderia - Prestamos Bancarios,CC-002,DOC-000549,2201
2026-08-09,2760915.0,CLP,Pago de servicios - Bancos,CC-002,DOC-002020,1102
2026-07-09,2673532.0,USD,Regularizacion - Costo de Ventas,CC-004,DOC-002708,5101
2025-11-10,472541.0,CLP,Anticipo - Bancos,CC-004,DOC-000742,1102
2026-07-14,-49725.0,CLP,Nomina - Prestamos Bancarios,CC-002,DOC-002415,2201
2026-05-17,-1674689.0,CLP,Compra de mercaderia - Proveedores,CC-006,DOC-002637,2101
2026-06-01,208494.0,CLP,Nota de credito - Ventas,CC-005,DOC-002566,4101
2026-05-31,2685598.0,CLP,Ajuste contable - Proveedores,CC-002,DOC-002292,2101
2026-05-15,669462.0,CLP,Pago de servicios - Ventas,CC-003,DOC-001909,4101
2026-08-05,-2305940.0,USD,Anticipo - Prestamos Bancarios,CC-003,DOC-000790,2201
2026-06-05,315927.0,USD,Devolucion - Ventas,CC-003,DOC-002120,4101
2026-07-11,811158.0,USD,Anticipo - Gastos Administrativos,CC-001,DOC-001446,5102
2026-08-02,1652241.0,CLP,Compra de mercaderia - Gastos Administrativos,CC-003,DOC-000247,5102
2026-06-29,2453239.0,CLP,Devolucion - Costo de Ventas,CC-002,DOC-000829,5101
2026-08-10,-1362176.0,USD,Nota de debito - Capital,CC-004,DOC-001124,3101
2026-07-14,-2589157.0,USD,Pago de servicios - Impuestos por Pagar,CC-005,DOC-002720,2102
2026-06-06,276209.0,CLP,Pago a proveedor - Clientes,CC-004,DOC-000626,1201
2026-06-11,-173064.0,CLP,Ajuste contable - Prestamos Bancarios,CC-002,DOC-000347,2201
2026-06-10,-515684.0,CLP,Nomina - Gastos de Venta,CC-003,DOC-000278,5103
2025-09-03,1383451.0,CLP,Pago de servicios - Proveedores,CC-005,DOC-001783,2101
2026-05-31,2299545.0,CLP,Transferencia interna - Bancos,CC-008,DOC-002280,1102
2026-05-26,1308955.0,CLP,Provision mensual - Clientes,CC-006,DOC-000655,1201
2026-07-04,-2528597.0,CLP,Devolucion - Impuestos por Pagar,CC-002,DOC-001213,2102
2026-07-19,1989524.0,USD,Anticipo - Ventas,CC-008,DOC-000838,4101
2026-06-18,1012839.0,CLP,Cobro cliente - Gastos Administrativos,CC-007,DOC-002624,5102
2025-11-11,691865.0,USD,Cobro cliente - Proveedores,CC-007,DOC-002588,2101
2026-07-31,1639597.0,CLP,Regularizacion - Proveedores,CC-008,DOC-002350,2101
2026-07-09,1238516.0,CLP,Ajuste contable - Caja,CC-001,DOC-001709,1101
2026-07-03,-308991.0,USD,Ajuste contable - Gastos de Venta,CC-003,DOC-002023,5103
2026-07-25,633474.0,CLP,Nota de debito - Gastos de Venta,CC-002,DOC-000976,5103
2025-10-31,-2547773.0,CLP,Cobro cliente - Impuestos por Pagar,CC-004,DOC-000445,2102
2026-05-17,-1968142.0,CLP,Anticipo - Impuestos por Pagar,CC-002,DOC-000617,2102
2026-07-01,-47489.0,CLP,Ajuste contable - Impuestos por Pagar,CC-008,DOC-001474,2102
2026-06-20,1270259.0,CLP,Nomina - Gastos Administrativos,CC-005,DOC-001778,5102
2026-06-30,419135.0,USD,Regularizacion - Inventario,CC-004,DOC-002517,1301
2026-07-20,2516295.0,CLP,Cobro cliente - Proveedores,CC-007,DOC-001244,2101
2025-08-09,-2081832.0,CLP,Ajuste contable - Prestamos Bancarios,CC-003,DOC-000389,2201
2026-06-19,1663761.0,CLP,Nomina - Caja,CC-005,DOC-002552,1101
2026-06-15,-1143860.0,CLP,Ajuste contable - Gastos de Venta,CC-004,DOC-000547,5103
2026-07-23,2691631.0,USD,Compra de mercaderia - Caja,CC-006,DOC-002210,1101
2026-05-12,2206980.0,USD,Provision mensual - Ventas,CC-008,DOC-001623,4101
2026-07-23,294951.0,CLP,Anticipo - Proveedores,CC-007,DOC-000263,2101
2026-06-20,1823619.0,CLP,Anticipo - Ventas,CC-004,DOC-001397,4101
2026-07-10,1136798.0,CLP,Cobro cliente - Caja,CC-006,DOC-002353,1101
2026-07-27,-2412042.0,CLP,Ajuste contable - Capital,CC-004,DOC-001815,3101
2026-06-07,-2237642.0,CLP,Provision mensual - Gastos de Venta,CC-002,DOC-000353,5103
2026-06-22,-1431937.0,CLP,Nomina - Capital,CC-002,DOC-001075,3101
2026-05-19,-2096947.0,CLP,Anticipo - Impuestos por Pagar,CC-002,DOC-000208,2102
2026-07-31,917550.0,USD,Pago de servicios - Ventas,CC-004,DOC-000613,4101
2026-06-09,26421.0,CLP,Anticipo - Inventario,CC-006,DOC-002090,1301
2026-05-25,-2262807.0,USD,Transferencia interna - Capital,CC-005,DOC-002099,3101
2026-07-23,1884177.0,CLP,Cobro cliente - Proveedores,CC-002,DOC-001498,2101
2026-06-27,207356.0,CLP,Transferencia interna - Caja,CC-005,DOC-001135,1101
2026-08-02,-1400120.0,CLP,Pago a proveedor - Capital,CC-005,DOC-002880,3101
2026-07-06,-1370550.0,CLP,Anticipo - Impuestos por Pagar,CC-008,DOC-002078,2102
2026-07-08,539811.0,USD,Compra de mercaderia - Bancos,CC-001,DOC-000057,1102
2026-07-25,708855.0,CLP,Regularizacion - Caja,CC-006,DOC-002483,1101
2026-06-13,-2676715.0,CLP,Pago de servicios - Capital,CC-008,DOC-000811,3101
2026-06-17,2685291.0,CLP,Provision mensual - Proveedores,CC-002,DOC-002195,2101
2026-07-27,-2663344.0,CLP,Cobro cliente - Capital,CC-005,DOC-000561,3101
2026-06-22,970031.0,CLP,Pago a proveedor - Ventas,CC-008,DOC-002277,4101
2026-06-27,-727172.0,CLP,Cobro cliente - Impuestos por Pagar,CC-006,DOC-000229,2102
2026-06-30,1973455.0,CLP,Devolucion - Bancos,CC-005,DOC-002509,1102
2026-06-27,1910849.0,CLP,Pago de servicios - Costo de Ventas,CC-001,DOC-001721,5101
2026-07-06,326624.0,CLP,Compra de mercaderia - Clientes,CC-007,DOC-002179,1201
2026-07-22,-75938.0,CLP,Pago a proveedor - Ventas,CC-005,DOC-001450,4101
2026-07-30,-867296.0,CLP,Transferencia interna - Capital,CC-006,DOC-001234,3101
2026-06-01,2855941.0,CLP,Nomina - Caja,CC-005,DOC-001071,1101
2026-06-16,1491753.0,CLP,Transferencia interna - Proveedores,CC-005,DOC-002849,2101
2026-07-21,2748093.0,CLP,Nota de debito - Inventario,CC-007,DOC-001037,1301
2026-08-06,-583313.0,CLP,Transferencia interna - Gastos de Venta,CC-007,DOC-000889,5103
2026-06-21,-2062123.0,CLP,Nota de credito - Impuestos por Pagar,CC-007,DOC-001053,2102
2026-06-03,71282.0,USD,Compra de mercaderia - Caja,CC-005,DOC-000707,1101
2026-08-09,-2960713.0,CLP,Anticipo - Ventas,CC-007,DOC-000424,4101
2026-05-13,1556283.0,CLP,Provision mensual - Inventario,CC-002,DOC-000069,1301
2026-01-02,1171729.0,CLP,Transferencia interna - Caja,CC-007,DOC-002249,1101
2026-06-28,2580232.0,CLP,Pago de servicios - Gastos Administrativos,CC-003,DOC-002535,5102
2026-07-22,925906.0,CLP,Nota de debito - Gastos de Venta,CC-007,DOC-002839,5103
2026-07-13,886823.0,CLP,Nomina - Bancos,CC-007,DOC-002406,1102
2026-06-21,448297.0,CLP,Transferencia interna - Inventario,CC-001,DOC-000750,1301
2026-07-26,-1356618.0,CLP,Regularizacion - Ventas,CC-004,DOC-002581,4101
2026-06-06,-1168317.0,CLP,Compra de mercaderia - Proveedores,CC-006,DOC-002092,2101
2026-07-25,-2695354.0,CLP,Nota de debito - Capital,CC-005,DOC-000940,3101
2026-05-20,1311192.0,CLP,Ajuste contable - Inventario,CC-006,DOC-000620,1301
2026-08-06,2650698.0,CLP,Anticipo - Ventas,CC-008,DOC-002519,4101
2026-08-10,1091637.0,CLP,Pago a proveedor - Inventario,CC-002,DOC-001196,1301
2026-05-14,704148.0,CLP,Pago de servicios - Inventario,CC-008,DOC-002067,1301
2026-07-27,952887.0,CLP,Compra de mercaderia - Ventas,CC-003,DOC-001032,4101
2026-07-26,582572.0,CLP,Regularizacion - Ventas,CC-003,DOC-001505,4101
2026-06-12,-2423406.0,CLP,Transferencia interna - Prestamos Bancarios,CC-001,DOC-001576,2201
2025-09-11,-2584219.0,CLP,Regularizacion - Impuestos por Pagar,CC-002,DOC-002130,2102
2026-03-26,16504.0,CLP,Provision mensual - Clientes,CC-004,DOC-002044,1201
2025-07-26,-187076.0,CLP,Nomina - Proveedores,CC-008,DOC-001395,2101
2026-05-29,2844874.0,CLP,Pago a proveedor - Gastos Administrativos,CC-008,DOC-000279,5102
2026-08-02,955268.0,USD,Transferencia interna - Inventario,CC-004,DOC-001465,1301
2026-05-18,1704045.0,CLP,Pago a proveedor - Caja,CC-002,DOC-001503,1101
2026-06-17,883887.0,CLP,Pago a proveedor - Inventario,CC-005,DOC-002282,1301
2026-08-01,1870134.0,CLP,Cobro cliente - Clientes,CC-003,DOC-002838,1201
2026-05-27,-2023844.0,CLP,Provision mensual - Impuestos por Pagar,CC-002,DOC-002723,2102
2026-06-06,229769.0,CLP,Compra de mercaderia - Clientes,CC-004,DOC-000553,1201
2025-11-14,1815298.0,CLP,Cobro cliente - Clientes,CC-007,DOC-000834,1201
2026-05-21,1420261.0,CLP,Nomina - Proveedores,CC-003,DOC-000962,2101
2026-07-01,1578558.0,USD,Regularizacion - Bancos,CC-002,DOC-000596,1102
2026-05-15,809210.0,CLP,Compra de mercaderia - Ventas,CC-001,DOC-002451,4101
2026-05-22,1589195.0,CLP,Nota de credito - Costo de Ventas,CC-005,DOC-000802,5101
2026-06-07,547794.0,CLP,Nota de debito - Ventas,CC-001,DOC-002136,4101
2026-08-02,699288.0,CLP,Devolucion - Proveedores,CC-003,DOC-002194,2101
2025-10-10,2279842.0,CLP,Pago a proveedor - Caja,CC-002,DOC-002719,1101
2026-08-04,542136.0,CLP,Pago a proveedor - Bancos,CC-007,DOC-000440,1102
2026-07-07,2691609.0,CLP,Nota de debito - Caja,CC-005,DOC-000508,1101
2026-05-28,-2838456.0,CLP,Nota de debito - Prestamos Bancarios,CC-007,DOC-000076,2201
2026-07-30,110401.0,CLP,Anticipo - Proveedores,CC-002,DOC-002481,2101
2026-07-01,1229491.0,CLP,Nomina - Gastos Administrativos,CC-005,DOC-000649,5102
2026-06-06,2998291.0,USD,Pago de servicios - Costo de Ventas,CC-005,DOC-000522,5101
2026-07-13,1525145.0,CLP,Devolucion - Caja,CC-005,DOC-001487,1101
2026-06-21,737253.0,CLP,Provision mensual - Gastos Administrativos,CC-008,DOC-002208,5102
2026-07-30,-81792.0,CLP,Nota de debito - Impuestos por Pagar,CC-003,DOC-001494,2102
2026-05-15,2121836.0,USD,Pago a proveedor - Ventas,CC-002,DOC-000654,4101
2026-06-05,-1812152.0,CLP,Transferencia interna - Gastos de Venta,CC-004,DOC-002816,5103
2026-05-15,-924905.0,CLP,Ajuste contable - Proveedores,CC-008,DOC-001538,2101
2026-08-01,-2367624.0,USD,Nota de debito - Proveedores,CC-003,DOC-001423,2101
2026-05-28,102636.0,CLP,Nomina - Inventario,CC-002,DOC-001651,1301
2026-08-05,-2941866.0,CLP,Nota de credito - Capital,CC-005,DOC-000630,3101
2026-07-08,2824830.0,CLP,Nota de debito - Inventario,CC-003,DOC-002541,1301
2026-07-25,806434.0,CLP,Cobro cliente - Bancos,CC-006,DOC-001507,1102
2026-07-11,459350.0,CLP,Provision mensual - Ventas,CC-003,DOC-002176,4101
2026-07-11,-1043696.0,CLP,Devolucion - Impuestos por Pagar,CC-002,DOC-000482,2102
2026-07-13,1775298.0,CLP,Cobro cliente - Inventario,CC-008,DOC-001927,1301
2026-08-09,2154289.0,CLP,Cobro cliente - Caja,CC-002,DOC-001113,1101
2025-12-26,1211938.0,CLP,Compra de mercaderia - Caja,CC-006,DOC-002563,1101
2026-08-08,2089617.0,CLP,Pago a proveedor - Inventario,CC-004,DOC-001088,1301
2026-04-23,1660830.0,USD,Nota de credito - Clientes,CC-007,DOC-000438,1201
2026-06-24,1560542.0,CLP,Transferencia interna - Costo de Ventas,CC-004,DOC-001717,5101
2026-06-14,-2879503.0,CLP,Nota de debito - Impuestos por Pagar,CC-007,DOC-002443,2102
2026-05-28,940937.0,CLP,Pago de servicios - Gastos Administrativos,CC-001,DOC-000856,5102
2026-05-13,138939.0,CLP,Ajuste contable - Ventas,CC-004,DOC-001983,4101
2026-01-10,1768615.0,CLP,Compra de mercaderia - Clientes,CC-001,DOC-000166,1201
2026-07-17,-767894.0,CLP,Pago a proveedor - Prestamos Bancarios,CC-004,DOC-000059,2201
2026-05-16,2661499.0,USD,Nota de credito - Gastos Administrativos,CC-006,DOC-000611,5102
2026-07-18,2841036.0,CLP,Provision mensual - Gastos de Venta,CC-006,DOC-000530,5103
2026-07-07,1500642.0,CLP,Nota de credito - Gastos de Venta,CC-005,DOC-002787,5103
2026-06-02,-112904.0,CLP,Nomina - Gastos de Venta,CC-003,DOC-000049,5103
2025-10-29,-2411218.0,CLP,Cobro cliente - Capital,CC-006,DOC-001883,3101
2026-05-17,1021921.0,CLP,Nomina - Ventas,CC-004,DOC-001011,4101
